session_id,customer_id,session_date,day_of_week,hour,season,customer_age,gender,income_level,city_tier,device,acquisition_channel,customer_segment,previous_orders,days_since_last_order,session_duration_min,pages_viewed,products_viewed,searches,add_to_cart,cart_items,wishlist_added,discount_exposed,discount_pct,free_shipping,campaign_exposed,campaign_type,offer_type,offer_value,estimated_delivery_days,delivery_delay_days,customer_rating_history,payment_method,category,price_band,items_purchased,purchase,order_value,returned,return_days,customer_satisfaction,profit_margin_pct,repeat_customer,high_intent_session,engagement_score,discount_dependency,cart_conversion,customer_total_spend,customer_avg_order_value,customer_return_rate,customer_value_segment,time_since_previous_purchase_days,next_purchase_days
SESS1009990,CUST111265,2025-05-03,Saturday,18,Summer,41,Female,High,Tier 2,Desktop,Email,Occasional,2,5.0,7.42,3,1,0,False,0,False,True,17.0,False,True,Loyalty Reward,Free Gift,24.0,4,0,4.1,Cash on Delivery,Mobiles,Luxury,1,True,13913.61,False,0,3.1,23.64,True,False,7.6,0.621,,20584.87,4116.97,0.0,High Value,5.0,2.3
SESS1009991,CUST107854,2025-05-02,Friday,14,Summer,29,Female,Upper-Middle,Tier 3,Mobile,Organic Search,Occasional,1,140.0,3.95,4,2,2,False,0,False,False,0.0,False,False,None,None,0.0,5,0,4.0,Credit Card,Fashion,Value,0,False,0.0,False,0,,,True,False,10.6,0.0,,0.0,0.0,0.0,No Purchase Yet,140.0,83.6
SESS1009992,CUST115955,2024-08-17,Saturday,21,Monsoon,21,Female,Lower-Middle,Tier 2,Tablet,Organic Search,Regular,3,47.0,4.14,4,2,1,False,0,True,False,0.0,True,False,None,None,0.0,4,1,4.3,Cash on Delivery,Electronics,Luxury,0,False,0.0,False,0,,,True,False,9.2,0.0,,0.0,0.0,0.0,No Purchase Yet,47.0,42.8
SESS1009993,CUST107114,2025-05-10,Saturday,21,Summer,18,Male,Upper-Middle,Tier 1,Mobile,Email,Regular,3,5.0,2.15,3,1,2,True,1,False,False,0.0,True,False,None,None,0.0,2,0,3.7,Debit Card,Toys & Baby,Budget,1,True,891.05,False,0,4.0,19.29,True,False,17.2,0.0,1.0,891.05,891.05,0.0,Mid Value,5.0,0.6
SESS1009994,CUST105154,2024-05-20,Monday,18,Summer,39,Male,Upper-Middle,Tier 1,Mobile,Organic Search,Occasional,2,105.0,2.86,2,0,1,False,0,False,True,6.0,False,True,Flash Sale,Buy One Get One,306.0,4,0,4.6,Wallet,Sports & Fitness,Value,0,False,0.0,False,0,,,True,False,3.9,0.543,,0.0,0.0,0.0,No Purchase Yet,105.0,73.8
SESS1009995,CUST110510,2024-05-18,Saturday,19,Summer,27,Male,Upper-Middle,Tier 1,Tablet,Direct,Regular,3,78.0,3.65,7,4,1,False,0,False,True,7.0,True,True,Clearance,Flat Amount Off,148.0,1,0,3.8,Debit Card,Grocery,Budget,0,False,0.0,False,0,,,True,False,14.3,0.55,,0.0,0.0,0.0,No Purchase Yet,78.0,5.0
SESS1009996,CUST109231,2024-08-11,Sunday,11,Monsoon,34,Female,Lower-Middle,Tier 2,Desktop,Paid Search,Regular,5,3.0,3.82,8,2,1,True,2,False,True,9.0,False,False,None,None,0.0,4,0,3.1,Cash on Delivery,Beauty & Personal Care,Budget,0,False,0.0,False,0,,,True,False,22.6,0.564,0.0,577.87,577.87,0.0,Mid Value,3.0,18.7
SESS1009997,CUST118957,2025-01-02,Thursday,21,Winter Sale,47,Female,Upper-Middle,Tier 1,Mobile,Affiliate,Occasional,1,221.0,5.82,3,0,0,False,0,False,True,20.0,False,True,Seasonal Sale,Buy One Get One,552.0,2,0,5.0,Net Banking,Toys & Baby,Value,1,True,1088.37,False,0,4.0,17.27,True,False,5.3,0.643,,1088.37,1088.37,0.0,Mid Value,221.0,24.6
SESS1009998,CUST120910,2024-04-04,Thursday,19,Spring,43,Male,Upper-Middle,Tier 2,Mobile,Affiliate,Occasional,2,31.0,2.4,3,1,2,True,2,True,False,0.0,False,False,None,None,0.0,4,0,3.9,UPI,Fashion,Budget,1,True,1140.43,False,0,3.6,24.18,True,False,17.4,0.0,1.0,8230.82,4115.41,0.0,High Value,31.0,11.3
SESS1009999,CUST112224,2025-02-19,Wednesday,9,Winter Sale,31,Male,Upper-Middle,Tier 1,Mobile,Paid Search,Occasional,1,194.0,2.35,2,1,0,False,0,False,True,27.0,False,False,None,None,0.0,6,0,3.7,Cash on Delivery,Grocery,Budget,0,False,0.0,False,0,,,True,False,3.4,0.693,,0.0,0.0,0.0,No Purchase Yet,194.0,33.8
SESS1010000,CUST100344,2024-03-13,Wednesday,22,Spring,49,Female,Upper-Middle,Tier 3,Mobile,Paid Search,Occasional,2,33.0,5.56,7,0,3,False,0,False,True,26.0,True,False,None,None,0.0,2,0,4.8,Debit Card,Grocery,Budget,0,False,0.0,False,0,,,True,False,13.2,0.686,,16383.95,16383.95,0.0,High Value,33.0,69.8
SESS1010001,CUST106625,2024-02-21,Wednesday,21,Winter Sale,31,Female,Low,Tier 2,Tablet,Organic Search,Regular,3,46.0,3.64,4,3,1,False,0,False,True,9.0,False,True,New Launch,Buy One Get One,116.0,4,0,4.4,Debit Card,Grocery,Budget,0,False,0.0,False,0,,,True,False,10.2,0.564,,0.0,0.0,0.0,No Purchase Yet,46.0,2.3
SESS1010002,CUST110590,2024-03-13,Wednesday,13,Spring,18,Male,Upper-Middle,Tier 2,Tablet,Email,Regular,3,49.0,5.66,5,2,1,False,0,False,False,0.0,True,True,Seasonal Sale,Flat Amount Off,20.0,5,0,4.5,UPI,Mobiles,Luxury,1,True,13935.97,False,0,3.5,12.94,True,False,11.1,0.0,,13935.97,13935.97,0.0,High Value,49.0,2.8
SESS1010003,CUST115449,2025-05-27,Tuesday,15,Summer,20,Male,Low,Tier 1,Desktop,Organic Search,Regular,6,77.0,4.49,3,1,1,False,0,False,True,12.0,False,True,Flash Sale,Percentage Off,61.0,4,0,3.2,UPI,Books & Stationery,Budget,1,True,291.72,False,0,4.1,14.91,True,False,7.2,0.586,,6909.03,2303.01,0.0,High Value,77.0,17.9
SESS1010004,CUST118670,2025-05-22,Thursday,17,Summer,44,Female,Low,Tier 1,Desktop,Affiliate,Occasional,2,27.0,3.23,4,3,1,False,0,True,False,0.0,False,False,None,None,0.0,2,0,3.5,Debit Card,Mobiles,Luxury,0,False,0.0,False,0,,,True,False,9.9,0.0,,78.37,78.37,0.0,Low Value,27.0,175.7
SESS1010005,CUST105690,2024-01-04,Thursday,21,Winter Sale,51,Male,High,Tier 3,Mobile,Paid Search,Occasional,2,87.0,4.3,10,7,1,False,0,False,True,22.0,False,True,New Launch,Buy One Get One,227.0,2,0,3.9,UPI,Fashion,Budget,0,False,0.0,False,0,,,True,False,21.4,0.657,,6505.82,1626.46,0.0,High Value,87.0,203.6
SESS1010006,CUST107956,2025-01-26,Sunday,20,Winter Sale,31,Male,Upper-Middle,Tier 1,Desktop,Paid Search,Occasional,2,82.0,4.63,6,2,2,False,0,False,False,0.0,False,True,Flash Sale,Free Gift,294.0,3,0,4.3,Wallet,Toys & Baby,Budget,0,False,0.0,False,0,,,True,False,12.9,0.0,,14114.41,14114.41,0.0,High Value,82.0,99.7
SESS1010007,CUST109564,2024-11-14,Thursday,12,Festive Season,20,Male,Lower-Middle,Tier 2,Mobile,Direct,Occasional,1,94.0,5.64,1,1,2,False,0,True,False,0.0,False,False,None,None,0.0,6,0,4.9,UPI,Sports & Fitness,Budget,0,False,0.0,False,0,,,True,False,7.6,0.0,,2430.07,2430.07,0.0,Mid Value,94.0,65.6
SESS1010008,CUST114297,2024-06-04,Tuesday,21,Summer,18,Female,Upper-Middle,Tier 1,Desktop,Organic Search,Loyal,8,7.0,7.55,6,3,3,False,0,True,True,12.0,True,False,None,None,0.0,4,6,4.7,Net Banking,Grocery,Budget,0,False,0.0,False,0,,,True,False,17.5,0.586,,8746.31,1249.47,0.143,High Value,7.0,17.5
SESS1010009,CUST111604,2025-12-22,Monday,9,Winter Sale,26,Male,Low,Tier 1,Mobile,Affiliate,New,0,,2.98,3,1,3,True,1,False,True,16.0,True,True,Loyalty Reward,Cashback,93.0,2,0,3.4,Debit Card,Home & Kitchen,Budget,1,True,803.38,False,0,4.0,26.52,False,False,19.2,0.614,1.0,803.38,803.38,0.0,Mid Value,,3.2
SESS1010010,CUST112127,2024-06-06,Thursday,18,Summer,34,Female,Upper-Middle,Tier 1,Mobile,Social Media,Occasional,1,7.0,3.09,1,0,1,False,0,True,False,0.0,True,True,Clearance,Cashback,165.0,3,0,3.6,Debit Card,Footwear,Value,0,False,0.0,False,0,,,True,False,3.2,0.0,,0.0,0.0,0.0,No Purchase Yet,7.0,36.6
SESS1010011,CUST101829,2025-05-05,Monday,14,Summer,30,Female,Low,Tier 2,Mobile,Affiliate,Occasional,2,276.0,4.72,5,1,1,False,0,False,True,25.0,False,True,Clearance,Flat Amount Off,243.0,2,0,4.2,Debit Card,Sports & Fitness,Budget,3,True,841.1,False,0,4.5,11.58,True,False,9.2,0.679,,1748.19,582.73,0.0,Mid Value,276.0,5.8
SESS1010012,CUST100727,2024-02-27,Tuesday,18,Winter Sale,40,Male,Low,Tier 2,Desktop,Affiliate,Regular,3,10.0,3.65,4,1,2,False,0,False,True,14.0,True,False,None,None,0.0,9,0,3.7,Cash on Delivery,Sports & Fitness,Budget,0,False,0.0,False,0,,,True,False,9.1,0.6,,0.0,0.0,0.0,No Purchase Yet,10.0,7.4
SESS1010013,CUST103437,2024-02-21,Wednesday,18,Winter Sale,34,Male,High,Tier 2,Mobile,Direct,Occasional,1,89.0,1.74,2,2,1,False,0,False,True,16.0,False,True,Flash Sale,Flat Amount Off,61.0,3,0,4.0,Debit Card,Electronics,Luxury,0,False,0.0,False,0,,,True,False,5.9,0.614,,0.0,0.0,0.0,No Purchase Yet,89.0,126.2
SESS1010014,CUST104789,2025-09-09,Tuesday,10,Festive Lead-in,38,Male,Lower-Middle,Tier 1,Desktop,Organic Search,Occasional,1,645.0,7.3,8,6,1,False,0,False,False,0.0,False,False,None,None,0.0,3,3,4.6,UPI,Electronics,Luxury,0,False,0.0,False,0,,,True,False,20.1,0.0,,0.0,0.0,0.0,No Purchase Yet,645.0,32.2
SESS1010015,CUST101616,2025-03-06,Thursday,11,Spring,62,Female,Lower-Middle,Tier 2,Tablet,Affiliate,Occasional,2,56.0,5.3,2,2,0,False,0,False,False,0.0,False,False,None,None,0.0,3,0,4.1,Debit Card,Beauty & Personal Care,Budget,0,False,0.0,False,0,,,True,False,6.6,0.0,,680.59,680.59,0.0,Mid Value,56.0,48.6
SESS1010016,CUST110832,2025-02-20,Thursday,14,Winter Sale,23,Male,Lower-Middle,Tier 2,Mobile,Direct,Regular,3,7.0,4.15,4,3,3,True,1,False,False,0.0,True,False,None,None,0.0,2,0,5.0,UPI,Fashion,Budget,3,True,745.95,False,0,5.0,12.01,True,False,23.5,0.0,1.0,1533.37,766.68,0.0,Mid Value,7.0,20.2
SESS1010017,CUST113068,2024-07-03,Wednesday,18,Monsoon,21,Female,High,Tier 3,Mobile,Affiliate,Occasional,2,195.0,2.16,3,1,1,False,0,False,False,0.0,False,True,Seasonal Sale,Buy One Get One,405.0,7,0,5.0,UPI,Books & Stationery,Budget,0,False,0.0,False,0,,,True,False,5.7,0.0,,0.0,0.0,0.0,No Purchase Yet,195.0,14.1
SESS1010018,CUST113611,2025-05-18,Sunday,20,Summer,18,Male,Upper-Middle,Tier 3,Tablet,Email,Occasional,2,155.0,2.59,6,5,0,True,2,False,False,0.0,False,False,None,None,0.0,5,3,4.3,UPI,Mobiles,Luxury,0,False,0.0,False,0,,,True,False,22.5,0.0,0.0,316.49,316.49,0.0,Low Value,155.0,0.7
SESS1010019,CUST113620,2024-08-21,Wednesday,18,Monsoon,26,Female,Upper-Middle,Tier 1,Mobile,Direct,Regular,3,11.0,4.49,4,1,2,False,0,False,True,14.0,False,False,None,None,0.0,3,0,4.8,Credit Card,Home & Kitchen,Value,1,True,559.23,False,0,3.3,24.88,True,False,9.6,0.6,,1085.18,542.59,0.0,Mid Value,11.0,15.6
SESS1010020,CUST121837,2025-03-19,Wednesday,17,Spring,38,Female,Upper-Middle,Tier 3,Mobile,Social Media,Occasional,1,220.0,9.94,8,5,3,False,0,False,False,0.0,True,False,None,None,0.0,4,0,3.4,Cash on Delivery,Footwear,Value,0,False,0.0,False,0,,,True,False,23.5,0.0,,1433.9,1433.9,0.0,Mid Value,220.0,11.8
SESS1010021,CUST102500,2025-11-07,Friday,11,Festive Season,38,Other,Lower-Middle,Tier 3,Mobile,Social Media,Regular,4,64.0,2.98,7,4,2,False,0,False,True,13.0,True,True,Seasonal Sale,Flat Amount Off,144.0,3,0,3.9,Debit Card,Grocery,Budget,0,False,0.0,False,0,,,True,False,15.3,0.593,,0.0,0.0,0.0,No Purchase Yet,64.0,31.5
SESS1010022,CUST117464,2024-09-07,Saturday,13,Festive Lead-in,35,Female,High,Tier 2,Mobile,Paid Search,New,0,,4.12,4,2,3,False,0,True,True,5.0,False,False,None,None,0.0,2,0,4.4,UPI,Grocery,Value,0,False,0.0,False,0,,,False,False,12.2,0.536,,12841.68,12841.68,0.0,High Value,,30.0
SESS1010023,CUST113272,2025-04-03,Thursday,19,Spring,34,Female,Upper-Middle,Tier 3,Mobile,Organic Search,New,0,,3.85,3,1,1,False,0,False,True,40.0,False,False,None,None,0.0,6,0,4.9,Wallet,Grocery,Budget,0,False,0.0,False,0,,,False,False,6.8,0.786,,1355.75,677.88,0.0,Mid Value,,237.1
SESS1010024,CUST107967,2025-01-07,Tuesday,18,Winter Sale,39,Male,Upper-Middle,Tier 3,Mobile,Paid Search,New,0,,1.52,5,4,0,False,0,True,False,0.0,False,False,None,None,0.0,3,0,4.6,Credit Card,Electronics,Luxury,3,True,22413.61,True,13,2.1,0.43,False,False,9.6,0.0,,22413.61,22413.61,1.0,High Value,,222.2
SESS1010025,CUST106514,2025-06-22,Sunday,23,Summer,18,Female,Lower-Middle,Tier 3,Desktop,Paid Search,Regular,3,31.0,4.73,2,0,4,False,0,False,True,12.0,False,True,Clearance,Cashback,220.0,4,0,4.3,UPI,Mobiles,Luxury,0,False,0.0,False,0,,,True,False,9.6,0.586,,0.0,0.0,0.0,No Purchase Yet,31.0,14.3
SESS1010026,CUST106519,2025-08-04,Monday,15,Monsoon,35,Male,Lower-Middle,Tier 1,Mobile,Social Media,Occasional,1,100.0,4.4,3,1,0,False,0,False,False,0.0,True,False,None,None,0.0,4,0,3.9,Cash on Delivery,Beauty & Personal Care,Budget,0,False,0.0,False,0,,,True,False,5.7,0.0,,0.0,0.0,0.0,No Purchase Yet,100.0,11.8
SESS1010027,CUST121531,2024-04-20,Saturday,21,Spring,30,Male,Low,Tier 2,Mobile,Email,Occasional,1,22.0,3.29,2,0,3,True,2,False,False,0.0,False,False,None,None,0.0,3,0,3.9,Debit Card,Grocery,Budget,1,True,373.3,False,0,3.3,24.07,True,False,17.2,0.0,1.0,747.74,373.87,0.0,Mid Value,22.0,107.9
SESS1010028,CUST124253,2025-10-15,Wednesday,20,Festive Season,31,Female,Upper-Middle,Tier 2,Desktop,Direct,Regular,4,34.0,3.99,3,2,2,False,0,False,True,5.0,False,True,Flash Sale,Flat Amount Off,103.0,3,1,4.9,Cash on Delivery,Electronics,Luxury,0,False,0.0,False,0,,,True,False,9.7,0.536,,4822.57,1607.52,0.0,Mid Value,34.0,23.7
SESS1010029,CUST101228,2025-12-24,Wednesday,18,Winter Sale,38,Male,Upper-Middle,Tier 1,Mobile,Paid Search,Occasional,2,108.0,5.6,1,0,3,False,0,True,True,41.0,False,True,Flash Sale,Cashback,140.0,3,0,5.0,UPI,Grocery,Budget,0,False,0.0,False,0,,,True,False,7.8,0.793,,4013.32,2006.66,0.0,Mid Value,108.0,48.1
SESS1010030,CUST122343,2025-01-08,Wednesday,13,Winter Sale,44,Male,Upper-Middle,Tier 3,Desktop,Paid Search,New,0,,1.63,1,1,1,False,0,False,False,0.0,False,False,None,None,0.0,5,0,3.4,UPI,Toys & Baby,Value,0,False,0.0,False,0,,,False,False,3.6,0.0,,584.94,584.94,0.0,Mid Value,,89.6
SESS1010031,CUST102633,2024-06-18,Tuesday,21,Summer,33,Female,Lower-Middle,Tier 1,Desktop,Paid Search,Regular,5,16.0,5.23,3,3,1,False,0,True,True,19.0,True,False,None,None,0.0,4,0,4.5,Credit Card,Books & Stationery,Budget,0,False,0.0,False,0,,,True,False,10.3,0.636,,3414.25,1707.12,0.5,Mid Value,16.0,9.2
SESS1010032,CUST124713,2024-05-28,Tuesday,20,Summer,28,Male,Lower-Middle,Tier 2,Mobile,Social Media,Occasional,1,75.0,5.19,6,3,3,False,0,False,True,8.0,False,False,None,None,0.0,5,0,4.9,UPI,Toys & Baby,Budget,0,False,0.0,False,0,,,True,False,16.0,0.557,,0.0,0.0,0.0,No Purchase Yet,75.0,174.8
SESS1010033,CUST114149,2025-12-21,Sunday,18,Winter Sale,23,Female,High,Tier 2,Mobile,Email,Occasional,2,205.0,5.98,5,1,0,True,2,True,True,22.0,True,False,None,None,0.0,4,0,4.3,UPI,Grocery,Value,1,True,745.04,False,0,3.0,14.29,True,False,18.5,0.657,1.0,62024.93,10337.49,0.167,High Value,205.0,24.0
SESS1010034,CUST118359,2025-03-23,Sunday,20,Spring,18,Male,Upper-Middle,Tier 3,Desktop,Direct,Regular,3,29.0,4.22,3,1,2,False,0,False,True,5.0,False,True,Flash Sale,Flat Amount Off,130.0,2,0,3.4,Credit Card,Toys & Baby,Budget,0,False,0.0,False,0,,,True,False,8.5,0.536,,39555.74,19777.87,0.5,High Value,29.0,0.1
SESS1010035,CUST103186,2024-09-18,Wednesday,19,Festive Lead-in,23,Male,Upper-Middle,Tier 2,Mobile,Organic Search,Occasional,2,85.0,5.52,4,1,1,False,0,False,False,0.0,False,True,Loyalty Reward,Free Gift,324.0,3,3,5.0,Credit Card,Fashion,Budget,1,True,1159.47,False,0,4.1,17.35,True,False,8.8,0.0,,2682.37,894.12,0.0,Mid Value,85.0,14.2
SESS1010036,CUST115265,2024-10-10,Thursday,15,Festive Season,31,Female,High,Tier 2,Tablet,Organic Search,Regular,3,6.0,1.94,1,1,1,False,0,False,True,16.0,True,True,Flash Sale,Percentage Off,101.0,3,0,3.7,Cash on Delivery,Grocery,Value,0,False,0.0,False,0,,,True,False,3.8,0.614,,23496.81,23496.81,0.0,High Value,6.0,8.2
SESS1010037,CUST104816,2025-12-05,Friday,23,Winter Sale,51,Female,Upper-Middle,Tier 1,Mobile,Email,Occasional,2,106.0,6.38,10,6,5,False,0,False,True,10.0,True,False,None,None,0.0,2,3,4.3,Debit Card,Electronics,Premium,0,False,0.0,False,0,,,True,False,27.4,0.571,,8205.05,8205.05,1.0,High Value,106.0,1.6
SESS1010038,CUST121053,2024-10-18,Friday,14,Festive Season,31,Male,High,Tier 2,Desktop,Organic Search,Regular,5,29.0,7.82,5,0,6,False,0,False,False,0.0,True,False,None,None,0.0,3,0,5.0,Debit Card,Sports & Fitness,Luxury,2,True,4923.6,False,0,4.6,25.95,True,False,17.4,0.0,,103568.86,6904.59,0.133,High Value,29.0,0.4
SESS1010039,CUST104911,2025-05-07,Wednesday,17,Summer,38,Female,Upper-Middle,Tier 2,Mobile,Paid Search,New,0,,4.38,2,1,0,False,0,False,True,15.0,False,True,Flash Sale,Percentage Off,440.0,5,0,3.7,Credit Card,Fashion,Value,0,False,0.0,False,0,,,False,False,4.7,0.607,,208.91,208.91,0.0,Low Value,,81.9
SESS1010040,CUST114483,2025-03-24,Monday,14,Spring,23,Male,High,Tier 1,Mobile,Organic Search,Regular,4,85.0,1.72,6,4,3,False,0,False,False,0.0,False,False,None,None,0.0,3,5,4.6,UPI,Fashion,Budget,0,False,0.0,False,0,,,True,False,15.1,0.0,,9690.54,3230.18,0.0,High Value,85.0,51.1
SESS1010041,CUST116405,2025-02-04,Tuesday,19,Winter Sale,49,Male,Lower-Middle,Tier 1,Mobile,Paid Search,New,0,,2.5,3,2,0,True,1,False,True,12.0,True,True,New Launch,Percentage Off,221.0,5,0,4.4,Credit Card,Footwear,Premium,0,False,0.0,False,0,,,False,False,15.8,0.586,0.0,0.0,0.0,0.0,No Purchase Yet,,213.0
SESS1010042,CUST107504,2024-08-12,Monday,13,Monsoon,35,Female,Upper-Middle,Tier 1,Mobile,Direct,Occasional,1,163.0,3.56,2,0,1,False,0,False,False,0.0,True,True,Clearance,Buy One Get One,42.0,4,0,3.7,Debit Card,Mobiles,Luxury,0,False,0.0,False,0,,,True,False,4.4,0.0,,75855.7,25285.23,0.333,High Value,163.0,42.6
SESS1010043,CUST115869,2024-11-08,Friday,23,Festive Season,43,Female,Upper-Middle,Tier 3,Mobile,Direct,Regular,3,130.0,3.02,3,2,4,True,5,False,False,0.0,False,False,None,None,0.0,3,0,4.4,UPI,Toys & Baby,Value,2,True,904.44,False,0,4.0,14.6,True,False,22.1,0.0,1.0,3728.29,1242.76,0.0,Mid Value,130.0,35.1
SESS1010044,CUST122170,2024-11-03,Sunday,22,Festive Season,51,Female,Upper-Middle,Tier 3,Mobile,Email,Occasional,1,165.0,4.65,7,4,2,False,0,False,True,15.0,False,False,None,None,0.0,4,0,4.5,UPI,Mobiles,Luxury,0,False,0.0,False,0,,,True,False,16.4,0.607,,0.0,0.0,0.0,No Purchase Yet,165.0,168.6
SESS1010045,CUST115971,2024-05-15,Wednesday,22,Summer,27,Female,Upper-Middle,Tier 3,Mobile,Direct,Loyal,8,4.0,2.51,5,1,2,False,0,False,True,37.0,True,False,None,None,0.0,5,0,4.0,Cash on Delivery,Mobiles,Luxury,0,False,0.0,False,0,,,True,False,9.3,0.764,,1232.67,1232.67,0.0,Mid Value,4.0,28.3
SESS1010046,CUST122808,2024-09-21,Saturday,21,Festive Lead-in,31,Male,Lower-Middle,Tier 1,Desktop,Paid Search,Occasional,2,20.0,2.38,4,2,0,True,1,False,False,0.0,False,False,None,None,0.0,1,2,5.0,Debit Card,Fashion,Budget,0,False,0.0,False,0,,,True,False,16.6,0.0,0.0,0.0,0.0,0.0,No Purchase Yet,20.0,169.7
SESS1010047,CUST110688,2024-09-01,Sunday,22,Festive Lead-in,20,Male,Upper-Middle,Tier 2,Mobile,Paid Search,Regular,3,18.0,5.22,6,2,0,False,0,False,False,0.0,False,False,None,None,0.0,6,0,3.9,Net Banking,Electronics,Luxury,0,False,0.0,False,0,,,True,False,10.2,0.0,,7993.1,2664.37,0.0,High Value,18.0,20.5
SESS1010048,CUST110512,2025-08-12,Tuesday,19,Monsoon,37,Female,Low,Tier 1,Desktop,Email,Regular,4,52.0,6.81,4,2,0,False,0,False,False,0.0,False,True,New Launch,Cashback,207.0,8,0,3.2,UPI,Home & Kitchen,Budget,0,False,0.0,False,0,,,True,False,9.4,0.0,,9086.68,1298.1,0.286,High Value,52.0,0.6
SESS1010049,CUST111503,2025-02-25,Tuesday,19,Winter Sale,24,Male,High,Tier 3,Desktop,Affiliate,Occasional,2,122.0,3.5,2,1,1,True,1,False,True,6.0,True,True,New Launch,Buy One Get One,39.0,3,3,3.2,Cash on Delivery,Grocery,Budget,0,False,0.0,False,0,,,True,False,15.7,0.543,0.0,3832.82,1916.41,0.5,Mid Value,122.0,4.2
SESS1010050,CUST101495,2025-03-04,Tuesday,20,Spring,21,Male,Upper-Middle,Tier 2,Desktop,Social Media,New,0,,12.59,7,4,1,False,0,False,False,0.0,False,False,None,None,0.0,5,0,5.0,Credit Card,Footwear,Budget,0,False,0.0,False,0,,,False,False,20.0,0.0,,0.0,0.0,0.0,No Purchase Yet,,15.4
SESS1010051,CUST111954,2024-05-31,Friday,18,Summer,38,Female,Lower-Middle,Tier 2,Mobile,Email,New,0,,9.76,8,3,1,True,3,False,True,11.0,True,False,None,None,0.0,4,2,4.2,Cash on Delivery,Toys & Baby,Budget,1,True,470.49,False,0,3.9,12.11,False,False,27.8,0.579,1.0,470.49,470.49,0.0,Mid Value,,34.6
SESS1010052,CUST112875,2025-04-05,Saturday,11,Spring,23,Male,Lower-Middle,Tier 2,Mobile,Direct,Regular,4,16.0,4.41,8,3,0,False,0,True,True,24.0,True,True,Flash Sale,Flat Amount Off,349.0,3,0,3.6,Debit Card,Beauty & Personal Care,Budget,0,False,0.0,False,0,,,True,False,12.8,0.671,,589.06,589.06,0.0,Mid Value,16.0,40.2
SESS1010053,CUST112722,2025-06-23,Monday,10,Summer,50,Other,High,Tier 3,Mobile,Organic Search,Occasional,2,3.0,10.84,7,4,1,False,0,False,True,20.0,False,True,Clearance,Free Gift,20.0,3,0,4.0,UPI,Footwear,Value,0,False,0.0,False,0,,,True,False,18.9,0.643,,50033.77,12508.44,0.25,High Value,3.0,29.2
SESS1010054,CUST116968,2024-11-07,Thursday,20,Festive Season,38,Male,Low,Tier 3,Mobile,Direct,Occasional,2,443.0,3.58,4,3,3,False,0,False,False,0.0,True,False,None,None,0.0,2,0,4.7,UPI,Grocery,Budget,0,False,0.0,False,0,,,True,False,13.2,0.0,,27996.12,27996.12,0.0,High Value,443.0,45.1
SESS1010055,CUST100154,2024-02-17,Saturday,16,Winter Sale,32,Female,Upper-Middle,Tier 2,Mobile,Direct,Regular,3,7.0,4.8,2,2,1,False,0,True,True,18.0,True,False,None,None,0.0,4,0,3.7,UPI,Electronics,Value,0,False,0.0,False,0,,,True,False,7.8,0.629,,684.89,684.89,0.0,Mid Value,7.0,1.1
SESS1010056,CUST112881,2025-08-21,Thursday,18,Monsoon,48,Female,Upper-Middle,Tier 3,Desktop,Organic Search,Occasional,1,5.0,4.5,10,5,2,False,0,True,True,12.0,True,True,New Launch,Flat Amount Off,43.0,3,0,3.8,Net Banking,Grocery,Budget,0,False,0.0,False,0,,,True,False,20.4,0.586,,8693.32,2897.77,0.0,High Value,5.0,7.5
SESS1010057,CUST112122,2025-11-17,Monday,21,Festive Season,37,Male,Low,Tier 1,Desktop,Organic Search,Occasional,1,88.0,13.01,11,7,1,True,2,False,True,14.0,False,False,None,None,0.0,3,0,5.0,Debit Card,Mobiles,Luxury,0,False,0.0,False,0,,,True,True,37.9,0.6,0.0,0.0,0.0,0.0,No Purchase Yet,88.0,39.0
SESS1010058,CUST111025,2025-01-22,Wednesday,18,Winter Sale,28,Male,Low,Tier 2,Desktop,Social Media,Occasional,1,94.0,4.5,3,2,4,True,1,False,False,0.0,True,False,None,None,0.0,3,0,3.2,UPI,Home & Kitchen,Value,0,False,0.0,False,0,,,True,False,23.0,0.0,0.0,0.0,0.0,0.0,No Purchase Yet,94.0,40.5
SESS1010059,CUST108597,2024-05-05,Sunday,18,Summer,38,Male,High,Tier 2,Mobile,Email,Regular,6,21.0,4.81,5,3,0,True,3,False,False,0.0,False,False,None,None,0.0,4,0,3.5,UPI,Mobiles,Luxury,0,False,0.0,False,0,,,True,False,20.4,0.0,0.0,3674.17,3674.17,0.0,Mid Value,21.0,8.2
SESS1010060,CUST105942,2024-05-14,Tuesday,20,Summer,39,Female,Upper-Middle,Tier 2,Desktop,Email,Regular,3,29.0,5.87,8,3,1,False,0,False,False,0.0,False,True,Flash Sale,Percentage Off,68.0,5,4,3.9,UPI,Sports & Fitness,Budget,0,False,0.0,False,0,,,True,False,15.3,0.0,,17460.56,5820.19,0.667,High Value,29.0,0.6
SESS1010061,CUST114586,2024-03-14,Thursday,18,Spring,27,Female,Upper-Middle,Tier 1,Desktop,Email,Occasional,2,53.0,3.89,3,2,0,False,0,False,True,5.0,True,True,New Launch,Buy One Get One,142.0,4,2,4.7,Cash on Delivery,Mobiles,Luxury,0,False,0.0,False,0,,,True,False,6.6,0.536,,915.49,457.74,0.0,Mid Value,53.0,6.2
